"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"PNI","Pimco New York Municipal Income Fund II","11.58","$128.58M","2002","n/a","n/a","http://www.nasdaq.com/symbol/pni",
"PYN","PIMCO New York Municipal Income Fund III","9.73","$55.44M","2002","n/a","n/a","http://www.nasdaq.com/symbol/pyn",
"RCS","PIMCO Strategic Income Fund, Inc.","10.01","$424.81M","1994","n/a","n/a","http://www.nasdaq.com/symbol/rcs",
"PF","Pinnacle Foods, Inc.","61.65","$7.32B","2013","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/pf",
"PNW","Pinnacle West Capital Corporation","87.4","$9.75B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/pnw",
"PES","Pioneer Energy Services Corp.","2.6","$200.93M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pes",
"PHD","Pioneer Floating Rate Trust","11.96","$295.87M","2004","n/a","n/a","http://www.nasdaq.com/symbol/phd",
"PHT","Pioneer High Income Trust","10.04","$293.49M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pht",
"MAV","Pioneer Municipal High Income Advantage Trust","11.45","$273.35M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mav",
"MHI","Pioneer Municipal High Income Trust","11.86","$270.07M","2003","n/a","n/a","http://www.nasdaq.com/symbol/mhi",
"PXD","Pioneer Natural Resources Company","170.24","$28.96B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pxd",
"PJC","Piper Jaffray Companies","59.2","$891.08M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/pjc",
"PBI","Pitney Bowes Inc.","14.93","$2.78B","n/a","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/pbi",
"PBI^B","Pitney Bowes Inc.","26.3428","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pbi^b",
"PJT","PJT Partners Inc.","38.99","$722.21M","2015","Finance","Investment Managers","http://www.nasdaq.com/symbol/pjt",
"PAA","Plains All American Pipeline, L.P.","26.92","$19.51B","1998","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/paa",
"PAGP","Plains Group Holdings, L.P.","27.35","$4.16B","2013","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/pagp",
"PLNT","Planet Fitness, Inc.","21.63","$2.13B","2015","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/plnt",
"PLT","Plantronics, Inc.","53.06","$1.77B","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/plt",
"PAH","Platform Specialty Products Corporation","12.65","$3.62B","2014","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/pah",
"PHI","PLDT Inc.","34.79","$7.52B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/phi",
"PGEM","Ply Gem Holdings, Inc.","16.7","$1.14B","2013","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/pgem",
"PNC","PNC Financial Services Group, Inc. (The)","121.32","$58.71B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pnc",
"PNC.WS","PNC Financial Services Group, Inc. (The)","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pnc.ws",
"PNC^P","PNC Financial Services Group, Inc. (The)","29.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pnc^p",
"PNC^Q","PNC Financial Services Group, Inc. (The)","25.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pnc^q",
"PNM","PNM Resources, Inc. (Holding Co.)","37.7","$3B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/pnm",
"PII","Polaris Industries Inc.","84.74","$5.34B","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/pii",
"POL","PolyOne Corporation","37.72","$3.08B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/pol",
"POR","Portland General Electric Company","46.94","$4.18B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/por",
"PKX","POSCO","62.86","$20.11B","1994","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/pkx",
"POST","Post Holdings, Inc.","81.42","$5.4B","2012","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/post",
"POT","Potash Corporation of Saskatchewan Inc.","16.61","$13.95B","1989","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/pot",
"PPG","PPG Industries, Inc.","107.24","$27.47B","n/a","Basic Industries","Paints/Coatings","http://www.nasdaq.com/symbol/ppg",
"PPX","PPL Capital Funding, Inc.","25.81","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ppx",
"PPL","PPL Corporation","39.86","$27.23B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ppl",
"PYS","PPlus Trust","23.465","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pys",
"PYT","PPlus Trust","20.58","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pyt",
"PX","Praxair, Inc.","131.97","$37.66B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/px",
"PDS","Precision Drilling Corporation","3.77","$1.11B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pds",
"APTS","Preferred Apartment Communities, Inc.","15.76","$484.02M","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/apts",
"PBH","Prestige Brand Holdings, Inc.","49.81","$2.64B","2005","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pbh",
"PVG","Pretium Resources, Inc.","9.18","$1.66B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pvg",
"PRI","Primerica, Inc.","71.75","$3.26B","2010","Finance","Life Insurance","http://www.nasdaq.com/symbol/pri",
"PPP","Primero Mining Corp","0.4535","$87M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ppp",
"PFG","Principal Financial Group Inc","62.75","$18.09B","2001","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/pfg",
"PGZ","Principal Real Estate Income Fund","17.62","$121.57M","2013","n/a","n/a","http://www.nasdaq.com/symbol/pgz",
"PVTD","PrivateBancorp, Inc.","25.64","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pvtd",
"PRA","ProAssurance Corporation","59.25","$3.16B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/pra",
"PG","Procter & Gamble Company (The)","87.25","$223.15B","n/a","Basic Industries","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/pg",
"PGR","Progressive Corporation (The)","42.3","$24.57B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/pgr",
"PLD","Prologis, Inc.","55.79","$29.59B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pld",
"PUMP","ProPetro Holding Corp.","13.71","$1.14B","2017","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/pump",
"PRO","PROS Holdings, Inc.","29.53","$928.25M","2007","Technology","EDP Services","http://www.nasdaq.com/symbol/pro",
"PBB","Prospect Capital Corporation","25.95","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/pbb",
"PB","Prosperity Bancshares, Inc.","63.96","$4.44B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pb",
"PL^C","Protective Life Corporation","25.27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pl^c",
"PL^E","Protective Life Corporation","25.21","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pl^e",
"PRLB","Proto Labs, Inc.","64","$1.7B","2012","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/prlb",
"PFS","Provident Financial Services, Inc","23.96","$1.6B","2003","Finance","Savings Institutions","http://www.nasdaq.com/symbol/pfs",
"PFK","Prudential Financial, Inc.","25.7796","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/pfk",
"PJH","Prudential Financial, Inc.","26.11","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/pjh",
"PRH","Prudential Financial, Inc.","26.0966","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/prh",
"PRU","Prudential Financial, Inc.","105.07","$45.08B","2001","Finance","Life Insurance","http://www.nasdaq.com/symbol/pru",
"GHY","Prudential Global Short Duration High Yield Fund, Inc.","15.2","$622.04M","2012","n/a","n/a","http://www.nasdaq.com/symbol/ghy",
"PUK","Prudential Public Limited Company","44.97","$58.04B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/puk",
"PUK^","Prudential Public Limited Company","26.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/puk^",
"PUK^A","Prudential Public Limited Company","26.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/puk^a",
"ISD","Prudential Short Duration High Yield Fund, Inc.","15.56","$517.47M","2012","n/a","n/a","http://www.nasdaq.com/symbol/isd",
"PSB","PS Business Parks, Inc.","124.64","$3.39B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psb",
"PSB^T","PS Business Parks, Inc.","25.39","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psb^t",
"PSB^U","PS Business Parks, Inc.","25.4764","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psb^u",
"PSB^V","PS Business Parks, Inc.","25.332","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psb^v",
"PSB^W","PS Business Parks, Inc.","24.4881","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psb^w",
"TLK","PT Telekomunikasi Indonesia, Tbk","33.63","$33.31B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tlk",
"PEG","Public Service Enterprise Group Incorporated","44.43","$22.48B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/peg",
"PSA","Public Storage","216.39","$37.62B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa",
"PSA^A","Public Storage","26.78","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psa^a",
"PSA^B","Public Storage","25.8342","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^b",
"PSA^C","Public Storage","25.44","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^c",
"PSA^D","Public Storage","24.45","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^d",
"PSA^E","Public Storage","24","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^e",
"PSA^S","Public Storage","25.35","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^s",
"PSA^T","Public Storage","25.26","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^t",
"PSA^U","Public Storage","25.3377","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^u",
"PSA^V","Public Storage","25.26","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/psa^v",
"PSA^W","Public Storage","25.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psa^w",
"PSA^X","Public Storage","25.1624","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psa^x",
"PSA^Y","Public Storage","27.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psa^y",
"PSA^Z","Public Storage","26.79","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psa^z",
"PHM","PulteGroup, Inc.","22.84","$7.21B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/phm",
"PSTG","Pure Storage, Inc. ","12.74","$2.65B","2015","Technology","Electronic Components","http://www.nasdaq.com/symbol/pstg",
"PCF","Putnam High Income Bond Fund","8.75","$113.55M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcf",
"PMM","Putnam Managed Municipal Income Trust","7.49","$403.22M","1989","n/a","n/a","http://www.nasdaq.com/symbol/pmm",
"PIM","Putnam Master Intermediate Income Trust","4.75","$257.26M","1988","n/a","n/a","http://www.nasdaq.com/symbol/pim",
"PMO","Putnam Municipal Opportunities Trust","12.37","$471.48M","1993","n/a","n/a","http://www.nasdaq.com/symbol/pmo",
"PPT","Putnam Premier Income Trust","5.19","$556.65M","1988","n/a","n/a","http://www.nasdaq.com/symbol/ppt",
"PVH","PVH Corp.","105.29","$8.21B","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/pvh",
"PZN","Pzena Investment Management Inc","8.81","$603.68M","2007","Finance","Investment Managers","http://www.nasdaq.com/symbol/pzn",
"QTWO","Q2 Holdings, Inc.","40.05","$1.64B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qtwo",
"QEP","QEP Resources, Inc.","10.53","$2.53B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/qep",
"QTS","QTS Realty Trust, Inc.","52.4","$2.52B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/qts",
"QUAD","Quad Graphics, Inc","22.16","$1.15B","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/quad",
"KWR","Quaker Chemical Corporation","140","$1.86B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/kwr",
"QCP","Quality Care Properties, Inc.","17.08","$1.6B","2016","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/qcp",
"NX","Quanex Building Products Corporation","19.45","$669.57M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/nx",
"PWR","Quanta Services, Inc.","31.07","$4.6B","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/pwr",
"QTM","Quantum Corporation","8.63","$293.45M","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/qtm",
"DGX","Quest Diagnostics Incorporated","107.98","$14.77B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/dgx",
"Q","Quintiles IMS Holdings, Inc.","86.02","$18.93B","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/q",
"QHC","Quorum Health Corporation","3.64","$110.31M","2016","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/qhc",
"QUOT","Quotient Technology Inc.","11.1","$1B","2014","Consumer Services","Advertising","http://www.nasdaq.com/symbol/quot",
"CTAA","Qwest Corporation","26.46","n/a","2016","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctaa",
"CTBB","Qwest Corporation","24.74","n/a","2016","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctbb",
"CTDD","Qwest Corporation","25.12","n/a","2017","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctdd",
"CTU","Qwest Corporation","25.4804","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctu",
"CTV","Qwest Corporation","25.88","n/a","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctv",
"CTW","Qwest Corporation","25.59","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctw",
"CTX","Qwest Corporation","25.39","$3.18B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctx",
"CTY","Qwest Corporation","24.62","n/a","2013","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cty",
"CTZ","Qwest Corporation","25.55","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctz",
"RRD","R.R. Donnelley & Sons Company","11.99","$839.3M","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/rrd",
"RDN","Radian Group Inc.","16.55","$3.56B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/rdn",
"RAS","RAIT Financial Trust","2.31","$214.12M","1998","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ras",
"RAS^A","RAIT Financial Trust","21.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ras^a",
"RAS^B","RAIT Financial Trust","23.3992","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ras^b",
"RAS^C","RAIT Financial Trust","24.7908","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ras^c",
"RFT","RAIT Financial Trust","23.57","n/a","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rft",
"RFTA","RAIT Financial Trust","24.9216","n/a","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rfta",
"RL","Ralph Lauren Corporation","66.11","$5.35B","1997","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/rl",
"RPT","Ramco-Gershenson Properties Trust","12.77","$1.01B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rpt",
"RPT^D","Ramco-Gershenson Properties Trust","52.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rpt^d",
"RRC","Range Resources Corporation","24.2","$5.99B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rrc",
"RJF","Raymond James Financial, Inc.","73.68","$10.61B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/rjf",
"RYAM","Rayonier Advanced Materials Inc.","16.05","$693.7M","2014","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ryam",
"RYAM^A","Rayonier Advanced Materials Inc.","120.3734","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ryam^a",
"RYN","Rayonier Inc.","28","$3.61B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ryn",
"RTN","Raytheon Company","163.3","$47.53B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rtn",
"RMAX","RE/MAX Holdings, Inc.","55.2","$976.87M","2013","Finance","Real Estate","http://www.nasdaq.com/symbol/rmax",
"RLGY","Realogy Holdings Corp.","30.54","$4.21B","2012","Finance","Real Estate","http://www.nasdaq.com/symbol/rlgy",
"O","Realty Income Corporation","55.18","$15.07B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/o",
"RHT","Red Hat, Inc.","88.58","$15.75B","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/rht",
"RLH","Red Lion Hotels Corporation","6.55","$154.2M","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/rlh",
"RWT","Redwood Trust, Inc.","16.98","$1.31B","1995","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rwt",
"RBC","Regal Beloit Corporation","78.9","$3.54B","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/rbc",
"RGC","Regal Entertainment Group","20.62","$3.24B","2002","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/rgc",
"REG","Regency Centers Corporation","62","$10.54B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/reg",
"REG^G","Regency Centers Corporation","25.35","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/reg^g",
"RM","Regional Management Corp.","20.41","$237.18M","2012","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/rm",
"RF","Regions Financial Corporation","14.13","$16.99B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/rf",
"RF^A","Regions Financial Corporation","26.19","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rf^a",
"RF^B","Regions Financial Corporation","29.03","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rf^b",
"RGS","Regis Corporation","9.28","$429.74M","1991","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/rgs",
"RGA","Reinsurance Group of America, Incorporated","125.66","$8.09B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/rga",
"RZA","Reinsurance Group of America, Incorporated","29.42","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/rza",
"RZB","Reinsurance Group of America, Incorporated","29.21","n/a","2016","Finance","Life Insurance","http://www.nasdaq.com/symbol/rzb",
"RS","Reliance Steel & Aluminum Co.","72.84","$5.31B","1994","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/rs",
"RENX","RELX N.V.","20.36","$41.59B","2015","Consumer Services","Publishing","http://www.nasdaq.com/symbol/renx",
"RELX","RELX PLC","21.4","$43.71B","2015","Consumer Services","Publishing","http://www.nasdaq.com/symbol/relx",
"RNR","RenaissanceRe Holdings Ltd.","141.18","$5.74B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/rnr",
"RNR^C","RenaissanceRe Holdings Ltd.","25.5477","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rnr^c",
"RNR^E","RenaissanceRe Holdings Ltd.","25.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rnr^e",
"SOL","Renesola Ltd.","2.79","$56.69M","2008","Technology","Semiconductors","http://www.nasdaq.com/symbol/sol",
"RENN","Renren Inc.","6.84","$467.42M","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/renn",
"RSG","Republic Services, Inc.","63.07","$21.32B","1998","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/rsg",
"RMD","ResMed Inc.","70.07","$9.94B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rmd",
"REN           ","Resolute Energy Corporation","41.34","$928.06M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ren",
"RFP","Resolute Forest Products Inc.","4.7","$422.34M","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/rfp",
"RSO","Resource Capital Corp.","9.69","$304.16M","2006","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rso",
"RSO^A","Resource Capital Corp.","24.47","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rso^a",
"RSO^B","Resource Capital Corp.","24.09","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rso^b",
"RSO^C","Resource Capital Corp.","25.0325","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rso^c",
"QSR","Restaurant Brands International Inc.","61.42","$14.47B","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/qsr",
"RPAI","Retail Properties of America, Inc.","12.64","$2.99B","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rpai",
"RPAI^A","Retail Properties of America, Inc.","25.7617","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rpai^a",
"REVG","REV Group, Inc.","28.43","$1.81B","2017","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/revg",
"REV","Revlon, Inc.","18.9","$993.66M","1996","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/rev",
"REX","REX American Resources Corporation","93.5","$613.24M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/rex",
"REXR","Rexford Industrial Realty, Inc.","27.35","$1.82B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rexr",
"REXR^A","Rexford Industrial Realty, Inc.","24.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rexr^a",
"RXN","Rexnord Corporation","23","$2.38B","2012","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rxn",
"RXN^A","Rexnord Corporation","53.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rxn^a",
"RAI","Reynolds American Inc","66.98","$95.56B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/rai",
"RH","RH","57.81","$1.91B","2012","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/rh",
"RICE","Rice Energy Inc.","20.6","$4.22B","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rice",
"RMP","Rice Midstream Partners LP","25.08","$2.57B","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/rmp",
"RIC","Richmont Mines, Inc.","7.05","$449.27M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ric",
"RNG","Ringcentral, Inc.","34","$2.56B","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/rng",
"RIO","Rio Tinto Plc","40.98","$74.12B","2002","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rio",
"RBA","Ritchie Bros. Auctioneers Incorporated","31.17","$3.33B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rba",
"RAD","Rite Aid Corporation","3.67","$3.87B","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/rad",
"RIV","RiverNorth Opportunities Fund, Inc.","20.0199","$75.18M","2015","n/a","n/a","http://www.nasdaq.com/symbol/riv",
"OPP","RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.","19.2","$211.46M","2016","n/a","n/a","http://www.nasdaq.com/symbol/opp",
"RLI","RLI Corp.","55.67","$2.45B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/rli",
"RLJ","RLJ Lodging Trust","20.51","$2.56B","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/rlj",
"RRTS","Roadrunner Transportation Systems, Inc","6.25","$239.63M","2010","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rrts",
"RHI","Robert Half International Inc.","45.9","$5.84B","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/rhi",
"ROK","Rockwell Automation, Inc.","159.28","$20.52B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rok",
"COL","Rockwell Collins, Inc.","107.3","$17.42B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/col",
"RCI","Rogers Communication, Inc.","46.56","$18.74B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/rci",
"ROG","Rogers Corporation","108.7","$1.97B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/rog",
"ROL","Rollins, Inc.","43.08","$9.39B","n/a","Finance","Diversified Commercial Services","http://www.nasdaq.com/symbol/rol",
"ROP","Roper Technologies, Inc.","227.08","$23.17B","1992","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/rop",
"RST","Rosetta Stone","11.91","$264.38M","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/rst",
"RDC","Rowan Companies plc","12.29","$1.55B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rdc",
"RY","Royal Bank Of Canada","69.79","$101.7B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ry",
"RY^S","Royal Bank Of Canada","25.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ry^s",
"RY^T","Royal Bank Of Canada","28.4373","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ry^t",
"RBS","Royal Bank Scotland plc (The)","6.72","$39.7B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs",
"RBS^F","Royal Bank Scotland plc (The)","26.7","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^f",
"RBS^H","Royal Bank Scotland plc (The)","25.87","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/rbs^h",
"RBS^L","Royal Bank Scotland plc (The)","25.46","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rbs^l",
